,date,dcoilwtico
115,2013-06-11,95.5
116,2013-06-12,95.9800033569336
117,2013-06-13,96.66000366210938
118,2013-06-14,97.83000183105469
119,2013-06-17,97.86000061035156
120,2013-06-18,98.45999908447266
121,2013-06-19,98.23999786376953
122,2013-06-20,94.88999938964844
123,2013-06-21,93.80999755859375
124,2013-06-24,95.06999969482422
125,2013-06-25,95.25
126,2013-06-26,95.47000122070312
127,2013-06-27,97.0
128,2013-06-28,96.36000061035156
129,2013-07-01,97.94000244140625
130,2013-07-02,99.6500015258789
131,2013-07-03,101.91999816894531
132,2013-07-04,
133,2013-07-05,103.08999633789062
134,2013-07-08,103.02999877929688
135,2013-07-09,103.45999908447266
136,2013-07-10,106.41000366210938
137,2013-07-11,104.7699966430664
138,2013-07-12,105.8499984741211
139,2013-07-15,106.19999694824219
140,2013-07-16,105.87999725341797
141,2013-07-17,106.38999938964844
142,2013-07-18,107.94000244140625
143,2013-07-19,108.0
144,2013-07-22,106.61000061035156
145,2013-07-23,107.12999725341797
146,2013-07-24,105.41000366210938
147,2013-07-25,105.47000122070312
148,2013-07-26,104.76000213623047
149,2013-07-29,104.61000061035156
150,2013-07-30,103.13999938964844
151,2013-07-31,105.0999984741211
152,2013-08-01,107.93000030517578
153,2013-08-02,106.94000244140625
154,2013-08-05,106.61000061035156
155,2013-08-06,105.31999969482422
156,2013-08-07,104.41000366210938
157,2013-08-08,103.44999694824219
158,2013-08-09,106.04000091552734
159,2013-08-12,106.19000244140625
160,2013-08-13,106.77999877929688
161,2013-08-14,106.88999938964844
162,2013-08-15,107.43000030517578
163,2013-08-16,107.58000183105469
164,2013-08-19,107.13999938964844
165,2013-08-20,104.9000015258789
166,2013-08-21,103.93000030517578
167,2013-08-22,104.93000030517578
168,2013-08-23,106.4800033569336
169,2013-08-26,105.87999725341797
170,2013-08-27,109.11000061035156
171,2013-08-28,110.16999816894531
172,2013-08-29,108.51000213623047
173,2013-08-30,107.9800033569336
174,2013-09-02,
175,2013-09-03,108.66999816894531
176,2013-09-04,107.29000091552734
177,2013-09-05,108.5
178,2013-09-06,110.62000274658203
179,2013-09-09,109.62000274658203
180,2013-09-10,107.4800033569336
181,2013-09-11,107.6500015258789
182,2013-09-12,108.72000122070312
183,2013-09-13,108.30999755859375
184,2013-09-16,106.54000091552734
185,2013-09-17,105.36000061035156
186,2013-09-18,108.2300033569336
187,2013-09-19,106.26000213623047
188,2013-09-20,104.69999694824219
189,2013-09-23,103.62000274658203
190,2013-09-24,103.22000122070312
191,2013-09-25,102.68000030517578
192,2013-09-26,103.0999984741211
193,2013-09-27,102.86000061035156
194,2013-09-30,102.36000061035156
195,2013-10-01,102.08999633789062
196,2013-10-02,104.1500015258789
197,2013-10-03,103.29000091552734
198,2013-10-04,103.83000183105469
199,2013-10-07,103.06999969482422
200,2013-10-08,103.54000091552734
201,2013-10-09,101.62999725341797
202,2013-10-10,103.08000183105469
203,2013-10-11,102.16999816894531
204,2013-10-14,102.45999908447266
205,2013-10-15,101.1500015258789
206,2013-10-16,102.33999633789062
207,2013-10-17,100.72000122070312
208,2013-10-18,100.87000274658203
209,2013-10-21,99.27999877929688
210,2013-10-22,97.62999725341797
211,2013-10-23,96.9000015258789
212,2013-10-24,96.6500015258789
213,2013-10-25,97.4000015258789
214,2013-10-28,98.73999786376953
215,2013-10-29,98.29000091552734
216,2013-10-30,96.80999755859375
217,2013-10-31,96.29000091552734
218,2013-11-01,94.55999755859375
219,2013-11-04,94.58000183105469
220,2013-11-05,93.4000015258789
221,2013-11-06,94.73999786376953
222,2013-11-07,94.25
223,2013-11-08,94.55999755859375
224,2013-11-11,95.12999725341797
225,2013-11-12,93.12000274658203
226,2013-11-13,93.91000366210938
227,2013-11-14,93.76000213623047
228,2013-11-15,93.80000305175781
229,2013-11-18,93.02999877929688
230,2013-11-19,93.3499984741211
231,2013-11-20,93.33999633789062
232,2013-11-21,95.3499984741211
233,2013-11-22,94.52999877929688
234,2013-11-25,93.86000061035156
235,2013-11-26,93.41000366210938
236,2013-11-27,92.05000305175781
237,2013-11-28,
238,2013-11-29,92.55000305175781
239,2013-12-02,93.61000061035156
240,2013-12-03,95.83000183105469
241,2013-12-04,96.97000122070312
242,2013-12-05,97.13999938964844
243,2013-12-06,97.4800033569336
244,2013-12-09,97.0999984741211
245,2013-12-10,98.31999969482422
246,2013-12-11,97.25
247,2013-12-12,97.20999908447266
248,2013-12-13,96.2699966430664
249,2013-12-16,97.18000030517578
250,2013-12-17,96.98999786376953
251,2013-12-18,97.58999633789062
252,2013-12-19,98.4000015258789
253,2013-12-20,99.11000061035156
254,2013-12-23,98.62000274658203
255,2013-12-24,98.87000274658203
256,2013-12-25,
257,2013-12-26,99.18000030517578
258,2013-12-27,99.94000244140625
259,2013-12-30,98.9000015258789
260,2013-12-31,98.16999816894531
261,2014-01-01,
262,2014-01-02,95.13999938964844
263,2014-01-03,93.66000366210938
264,2014-01-06,93.12000274658203
265,2014-01-07,93.30999755859375
266,2014-01-08,91.9000015258789
267,2014-01-09,91.36000061035156
268,2014-01-10,92.38999938964844
269,2014-01-13,91.44999694824219
270,2014-01-14,92.1500015258789
271,2014-01-15,93.77999877929688
272,2014-01-16,93.54000091552734
273,2014-01-17,93.95999908447266
274,2014-01-20,
275,2014-01-21,94.51000213623047
276,2014-01-22,96.3499984741211
277,2014-01-23,97.2300033569336
278,2014-01-24,96.66000366210938
279,2014-01-27,95.81999969482422
280,2014-01-28,97.48999786376953
281,2014-01-29,97.33999633789062
282,2014-01-30,98.25
283,2014-01-31,97.55000305175781
284,2014-02-03,96.44000244140625
285,2014-02-04,97.23999786376953
286,2014-02-05,97.4000015258789
287,2014-02-06,97.83999633789062
288,2014-02-07,99.9800033569336
289,2014-02-10,100.12000274658203
290,2014-02-11,99.95999908447266
291,2014-02-12,100.37999725341797
292,2014-02-13,100.2699966430664
293,2014-02-14,100.30999755859375
294,2014-02-17,
295,2014-02-18,102.54000091552734
296,2014-02-19,103.45999908447266
297,2014-02-20,103.19999694824219
298,2014-02-21,102.52999877929688
299,2014-02-24,103.16999816894531
300,2014-02-25,102.19999694824219
301,2014-02-26,102.93000030517578
302,2014-02-27,102.68000030517578
303,2014-02-28,102.87999725341797
304,2014-03-03,105.33999633789062
305,2014-03-04,103.63999938964844
306,2014-03-05,101.75
307,2014-03-06,101.81999969482422
308,2014-03-07,102.81999969482422
309,2014-03-10,101.38999938964844
310,2014-03-11,100.29000091552734
311,2014-03-12,98.29000091552734
312,2014-03-13,98.56999969482422
313,2014-03-14,99.2300033569336
314,2014-03-17,98.43000030517578
315,2014-03-18,100.08000183105469
316,2014-03-19,100.70999908447266
317,2014-03-20,99.68000030517578
318,2014-03-21,99.97000122070312
319,2014-03-24,100.05000305175781
320,2014-03-25,99.66000366210938
321,2014-03-26,100.61000061035156
322,2014-03-27,101.25
323,2014-03-28,101.7300033569336
324,2014-03-31,101.56999969482422
325,2014-04-01,99.69000244140625
326,2014-04-02,99.5999984741211
327,2014-04-03,100.29000091552734
328,2014-04-04,101.16000366210938
329,2014-04-07,100.43000030517578
330,2014-04-08,102.56999969482422
331,2014-04-09,103.55000305175781
332,2014-04-10,103.37000274658203
333,2014-04-11,103.68000030517578
334,2014-04-14,104.05000305175781
335,2014-04-15,103.69999694824219
336,2014-04-16,103.70999908447266
337,2014-04-17,104.33000183105469
338,2014-04-18,
339,2014-04-21,104.3499984741211
340,2014-04-22,101.69000244140625
341,2014-04-23,101.47000122070312
342,2014-04-24,102.19999694824219
343,2014-04-25,100.8499984741211
344,2014-04-28,101.12999725341797
345,2014-04-29,101.55999755859375
346,2014-04-30,100.06999969482422
347,2014-05-01,99.69000244140625
348,2014-05-02,100.08999633789062
349,2014-05-05,99.73999786376953
350,2014-05-06,99.80999755859375
351,2014-05-07,101.05999755859375
352,2014-05-08,100.5199966430664
353,2014-05-09,100.31999969482422
354,2014-05-12,100.88999938964844
355,2014-05-13,102.01000213623047
356,2014-05-14,102.62999725341797
357,2014-05-15,101.73999786376953
358,2014-05-16,102.30999755859375
359,2014-05-19,102.94999694824219
360,2014-05-20,102.80000305175781
361,2014-05-21,104.30999755859375
362,2014-05-22,104.02999877929688
363,2014-05-23,105.01000213623047
364,2014-05-26,
365,2014-05-27,104.77999877929688
366,2014-05-28,103.37000274658203
367,2014-05-29,104.26000213623047
368,2014-05-30,103.4000015258789
369,2014-06-02,103.06999969482422
370,2014-06-03,103.33999633789062
371,2014-06-04,103.2699966430664
372,2014-06-05,103.16999816894531
373,2014-06-06,103.31999969482422
374,2014-06-09,105.08999633789062
375,2014-06-10,105.0199966430664
376,2014-06-11,105.04000091552734
377,2014-06-12,107.19999694824219
378,2014-06-13,107.48999786376953
379,2014-06-16,107.5199966430664
380,2014-06-17,106.94999694824219
381,2014-06-18,106.63999938964844
382,2014-06-19,107.08000183105469
383,2014-06-20,107.94999694824219
384,2014-06-23,106.83000183105469
385,2014-06-24,106.63999938964844
386,2014-06-25,107.04000091552734
387,2014-06-26,106.48999786376953
388,2014-06-27,106.45999908447266
389,2014-06-30,106.06999969482422
390,2014-07-01,106.05999755859375
391,2014-07-02,105.18000030517578
392,2014-07-03,104.76000213623047
393,2014-07-04,
394,2014-07-07,104.19000244140625
395,2014-07-08,104.05999755859375
396,2014-07-09,102.93000030517578
397,2014-07-10,103.61000061035156
398,2014-07-11,101.4800033569336
399,2014-07-14,101.7300033569336
400,2014-07-15,100.55999755859375
401,2014-07-16,101.87999725341797
402,2014-07-17,103.83999633789062
403,2014-07-18,103.83000183105469
404,2014-07-21,105.33999633789062
405,2014-07-22,104.58999633789062
406,2014-07-23,103.80999755859375
407,2014-07-24,102.76000213623047
408,2014-07-25,105.2300033569336
409,2014-07-28,105.68000030517578
410,2014-07-29,104.91000366210938
411,2014-07-30,104.29000091552734
412,2014-07-31,98.2300033569336
413,2014-08-01,97.86000061035156
414,2014-08-04,98.26000213623047
415,2014-08-05,97.33999633789062
416,2014-08-06,96.93000030517578
417,2014-08-07,97.33999633789062
418,2014-08-08,97.61000061035156
419,2014-08-11,98.08999633789062
420,2014-08-12,97.36000061035156
421,2014-08-13,97.56999969482422
422,2014-08-14,95.54000091552734
423,2014-08-15,97.30000305175781
424,2014-08-18,96.44000244140625
425,2014-08-19,94.3499984741211
426,2014-08-20,96.4000015258789
427,2014-08-21,93.97000122070312
428,2014-08-22,93.61000061035156
429,2014-08-25,95.38999938964844
430,2014-08-26,95.77999877929688
431,2014-08-27,95.81999969482422
432,2014-08-28,96.44000244140625
433,2014-08-29,97.86000061035156
434,2014-09-01,
435,2014-09-02,92.91999816894531
436,2014-09-03,95.5
437,2014-09-04,94.51000213623047
438,2014-09-05,93.31999969482422
439,2014-09-08,92.63999938964844
440,2014-09-09,92.7300033569336
441,2014-09-10,91.70999908447266
442,2014-09-11,92.88999938964844
443,2014-09-12,92.18000030517578
444,2014-09-15,92.86000061035156
445,2014-09-16,94.91000366210938
446,2014-09-17,94.33000183105469
447,2014-09-18,93.06999969482422
448,2014-09-19,92.43000030517578
449,2014-09-22,91.45999908447266
450,2014-09-23,91.55000305175781
451,2014-09-24,93.5999984741211
452,2014-09-25,93.58999633789062
453,2014-09-26,95.55000305175781
454,2014-09-29,94.52999877929688
455,2014-09-30,91.16999816894531
456,2014-10-01,90.73999786376953
457,2014-10-02,91.0199966430664
458,2014-10-03,89.76000213623047
459,2014-10-06,90.33000183105469
460,2014-10-07,88.88999938964844
461,2014-10-08,87.29000091552734
462,2014-10-09,85.76000213623047
463,2014-10-10,85.87000274658203
464,2014-10-13,85.7300033569336
465,2014-10-14,81.72000122070312
466,2014-10-15,81.81999969482422
467,2014-10-16,82.33000183105469
468,2014-10-17,82.80000305175781
469,2014-10-20,82.76000213623047
470,2014-10-21,83.25
471,2014-10-22,80.5199966430664
472,2014-10-23,82.80999755859375
473,2014-10-24,81.2699966430664
474,2014-10-27,81.26000213623047
475,2014-10-28,81.36000061035156
476,2014-10-29,82.25
477,2014-10-30,81.05999755859375
478,2014-10-31,80.52999877929688
479,2014-11-03,78.7699966430664
480,2014-11-04,77.1500015258789
481,2014-11-05,78.70999908447266
482,2014-11-06,77.87000274658203
483,2014-11-07,78.70999908447266
484,2014-11-10,77.43000030517578
485,2014-11-11,77.8499984741211
486,2014-11-12,77.16000366210938
487,2014-11-13,74.12999725341797
488,2014-11-14,75.91000366210938
489,2014-11-17,75.63999938964844
490,2014-11-18,74.55000305175781
491,2014-11-19,74.55000305175781
492,2014-11-20,75.62999725341797
493,2014-11-21,76.5199966430664
494,2014-11-24,75.73999786376953
495,2014-11-25,74.04000091552734
496,2014-11-26,73.69999694824219
497,2014-11-27,
498,2014-11-28,65.94000244140625
499,2014-12-01,68.9800033569336
500,2014-12-02,66.98999786376953
501,2014-12-03,67.30000305175781
502,2014-12-04,66.7300033569336
503,2014-12-05,65.88999938964844
504,2014-12-08,63.130001068115234
505,2014-12-09,63.7400016784668
506,2014-12-10,60.9900016784668
507,2014-12-11,60.0099983215332
508,2014-12-12,57.810001373291016
509,2014-12-15,55.959999084472656
510,2014-12-16,55.970001220703125
511,2014-12-17,56.43000030517578
512,2014-12-18,54.18000030517578
513,2014-12-19,56.90999984741211
514,2014-12-22,55.25
515,2014-12-23,56.779998779296875
516,2014-12-24,55.70000076293945
517,2014-12-25,
518,2014-12-26,54.59000015258789
519,2014-12-29,53.459999084472656
520,2014-12-30,54.13999938964844
521,2014-12-31,53.45000076293945
522,2015-01-01,
523,2015-01-02,52.720001220703125
524,2015-01-05,50.04999923706055
525,2015-01-06,47.97999954223633
526,2015-01-07,48.689998626708984
527,2015-01-08,48.79999923706055
528,2015-01-09,48.349998474121094
529,2015-01-12,46.060001373291016
530,2015-01-13,45.91999816894531
531,2015-01-14,48.4900016784668
532,2015-01-15,46.369998931884766
533,2015-01-16,48.4900016784668
534,2015-01-19,
535,2015-01-20,46.790000915527344
536,2015-01-21,47.849998474121094
537,2015-01-22,45.93000030517578
538,2015-01-23,45.2599983215332
539,2015-01-26,44.79999923706055
540,2015-01-27,45.84000015258789
541,2015-01-28,44.08000183105469
542,2015-01-29,44.119998931884766
543,2015-01-30,47.790000915527344
544,2015-02-02,49.25
545,2015-02-03,53.040000915527344
546,2015-02-04,48.45000076293945
547,2015-02-05,50.47999954223633
548,2015-02-06,51.65999984741211
549,2015-02-09,52.9900016784668
550,2015-02-10,50.060001373291016
551,2015-02-11,48.79999923706055
552,2015-02-12,51.16999816894531
553,2015-02-13,52.65999984741211
554,2015-02-16,
555,2015-02-17,53.560001373291016
556,2015-02-18,52.130001068115234
557,2015-02-19,51.119998931884766
558,2015-02-20,49.95000076293945
559,2015-02-23,49.560001373291016
560,2015-02-24,48.47999954223633
561,2015-02-25,50.25
562,2015-02-26,47.650001525878906
563,2015-02-27,49.84000015258789
564,2015-03-02,49.59000015258789
565,2015-03-03,50.43000030517578
566,2015-03-04,51.529998779296875
567,2015-03-05,50.7599983215332
568,2015-03-06,49.61000061035156
569,2015-03-09,49.95000076293945
570,2015-03-10,48.41999816894531
571,2015-03-11,48.060001373291016
572,2015-03-12,47.119998931884766
573,2015-03-13,44.880001068115234
574,2015-03-16,43.93000030517578
575,2015-03-17,43.38999938964844
576,2015-03-18,44.630001068115234
577,2015-03-19,44.02000045776367
578,2015-03-20,46.0
579,2015-03-23,47.400001525878906
580,2015-03-24,47.029998779296875
581,2015-03-25,48.75
582,2015-03-26,51.40999984741211
583,2015-03-27,48.83000183105469
584,2015-03-30,48.65999984741211
585,2015-03-31,47.720001220703125
586,2015-04-01,50.119998931884766
587,2015-04-02,49.130001068115234
588,2015-04-03,
589,2015-04-06,52.08000183105469
590,2015-04-07,53.95000076293945
591,2015-04-08,50.439998626708984
592,2015-04-09,50.790000915527344
593,2015-04-10,51.630001068115234
594,2015-04-13,51.95000076293945
595,2015-04-14,53.29999923706055
596,2015-04-15,56.25
597,2015-04-16,56.689998626708984
598,2015-04-17,55.709999084472656
599,2015-04-20,56.369998931884766
600,2015-04-21,55.58000183105469
601,2015-04-22,56.16999816894531
602,2015-04-23,56.59000015258789
603,2015-04-24,55.97999954223633
604,2015-04-27,55.560001373291016
605,2015-04-28,57.04999923706055
606,2015-04-29,58.54999923706055
607,2015-04-30,59.619998931884766
608,2015-05-01,59.099998474121094
609,2015-05-04,58.91999816894531
610,2015-05-05,60.380001068115234
611,2015-05-06,60.93000030517578
612,2015-05-07,58.9900016784668
613,2015-05-08,59.40999984741211
614,2015-05-11,59.22999954223633
615,2015-05-12,60.720001220703125
616,2015-05-13,60.5
617,2015-05-14,59.88999938964844
618,2015-05-15,59.72999954223633
619,2015-05-18,59.439998626708984
620,2015-05-19,57.29999923706055
621,2015-05-20,58.959999084472656
622,2015-05-21,60.18000030517578
623,2015-05-22,58.880001068115234
624,2015-05-25,
625,2015-05-26,57.290000915527344
626,2015-05-27,57.5099983215332
627,2015-05-28,57.689998626708984
628,2015-05-29,60.25
629,2015-06-01,60.2400016784668
630,2015-06-02,61.29999923706055
631,2015-06-03,59.66999816894531
632,2015-06-04,58.0
633,2015-06-05,59.11000061035156
634,2015-06-08,58.150001525878906
635,2015-06-09,60.150001525878906
636,2015-06-10,61.36000061035156
637,2015-06-11,60.7400016784668
638,2015-06-12,59.959999084472656
639,2015-06-15,59.529998779296875
640,2015-06-16,60.0099983215332
641,2015-06-17,59.88999938964844
642,2015-06-18,60.40999984741211
643,2015-06-19,59.619998931884766
644,2015-06-22,60.0099983215332
645,2015-06-23,61.04999923706055
646,2015-06-24,60.0099983215332
647,2015-06-25,59.59000015258789
648,2015-06-26,59.40999984741211
649,2015-06-29,58.34000015258789
650,2015-06-30,59.47999954223633
651,2015-07-01,56.939998626708984
652,2015-07-02,56.93000030517578
653,2015-07-03,
654,2015-07-06,52.47999954223633
655,2015-07-07,52.33000183105469
656,2015-07-08,51.61000061035156
657,2015-07-09,52.7599983215332
658,2015-07-10,52.7400016784668
659,2015-07-13,52.189998626708984
660,2015-07-14,53.04999923706055
661,2015-07-15,51.400001525878906
662,2015-07-16,50.900001525878906
663,2015-07-17,50.880001068115234
664,2015-07-20,50.11000061035156
665,2015-07-21,50.59000015258789
666,2015-07-22,49.27000045776367
667,2015-07-23,48.11000061035156
668,2015-07-24,47.97999954223633
669,2015-07-27,47.16999816894531
670,2015-07-28,47.970001220703125
671,2015-07-29,48.77000045776367
672,2015-07-30,48.529998779296875
673,2015-07-31,47.11000061035156
674,2015-08-03,45.25
675,2015-08-04,45.75
676,2015-08-05,45.130001068115234
677,2015-08-06,44.689998626708984
678,2015-08-07,43.869998931884766
679,2015-08-10,44.939998626708984
680,2015-08-11,43.11000061035156
681,2015-08-12,43.220001220703125
682,2015-08-13,42.27000045776367
683,2015-08-14,42.45000076293945
684,2015-08-17,41.93000030517578
685,2015-08-18,42.58000183105469
686,2015-08-19,40.75
687,2015-08-20,41.0
688,2015-08-21,40.45000076293945
689,2015-08-24,38.220001220703125
690,2015-08-25,39.150001525878906
691,2015-08-26,38.5
692,2015-08-27,42.470001220703125
693,2015-08-28,45.290000915527344
694,2015-08-31,49.20000076293945
695,2015-09-01,45.380001068115234
696,2015-09-02,46.29999923706055
697,2015-09-03,46.75
698,2015-09-04,46.02000045776367
699,2015-09-07,
700,2015-09-08,45.91999816894531
701,2015-09-09,44.130001068115234
702,2015-09-10,45.849998474121094
703,2015-09-11,44.75
704,2015-09-14,44.06999969482422
705,2015-09-15,44.58000183105469
706,2015-09-16,47.119998931884766
707,2015-09-17,46.93000030517578
708,2015-09-18,44.709999084472656
709,2015-09-21,46.66999816894531
710,2015-09-22,46.16999816894531
711,2015-09-23,44.529998779296875
712,2015-09-24,44.939998626708984
713,2015-09-25,45.54999923706055
714,2015-09-28,44.400001525878906
715,2015-09-29,45.2400016784668
716,2015-09-30,45.060001373291016
717,2015-10-01,44.75
718,2015-10-02,45.540000915527344
719,2015-10-05,46.279998779296875
720,2015-10-06,48.529998779296875
721,2015-10-07,47.86000061035156
722,2015-10-08,49.459999084472656
723,2015-10-09,49.66999816894531
724,2015-10-12,47.09000015258789
725,2015-10-13,46.70000076293945
726,2015-10-14,46.630001068115234
727,2015-10-15,46.380001068115234
728,2015-10-16,47.29999923706055
729,2015-10-19,45.90999984741211
730,2015-10-20,45.84000015258789
731,2015-10-21,45.220001220703125
732,2015-10-22,44.900001525878906
733,2015-10-23,43.90999984741211
734,2015-10-26,43.189998626708984
735,2015-10-27,43.209999084472656
736,2015-10-28,45.93000030517578
737,2015-10-29,46.02000045776367
738,2015-10-30,46.599998474121094
739,2015-11-02,46.119998931884766
740,2015-11-03,47.880001068115234
741,2015-11-04,46.31999969482422
742,2015-11-05,45.27000045776367
743,2015-11-06,44.31999969482422
744,2015-11-09,43.869998931884766
745,2015-11-10,44.22999954223633
746,2015-11-11,42.95000076293945
747,2015-11-12,41.7400016784668
748,2015-11-13,40.689998626708984
749,2015-11-16,41.68000030517578
750,2015-11-17,40.72999954223633
751,2015-11-18,40.75
752,2015-11-19,40.54999923706055
753,2015-11-20,39.38999938964844
754,2015-11-23,39.27000045776367
755,2015-11-24,40.88999938964844
756,2015-11-25,41.220001220703125
757,2015-11-26,
758,2015-11-27,40.56999969482422
759,2015-11-30,40.43000030517578
760,2015-12-01,40.58000183105469
761,2015-12-02,39.93000030517578
762,2015-12-03,41.08000183105469
763,2015-12-04,40.0
764,2015-12-07,37.63999938964844
765,2015-12-08,37.459999084472656
766,2015-12-09,37.15999984741211
767,2015-12-10,36.7599983215332
768,2015-12-11,35.650001525878906
769,2015-12-14,36.310001373291016
770,2015-12-15,37.31999969482422
771,2015-12-16,35.54999923706055
772,2015-12-17,34.97999954223633
773,2015-12-18,34.720001220703125
774,2015-12-21,34.54999923706055
775,2015-12-22,36.119998931884766
776,2015-12-23,36.7599983215332
777,2015-12-24,37.619998931884766
778,2015-12-25,
779,2015-12-28,36.36000061035156
780,2015-12-29,37.880001068115234
781,2015-12-30,36.59000015258789
782,2015-12-31,37.130001068115234
783,2016-01-01,
784,2016-01-04,36.810001373291016
785,2016-01-05,35.970001220703125
786,2016-01-06,33.970001220703125
787,2016-01-07,33.290000915527344
788,2016-01-08,33.20000076293945
789,2016-01-11,31.420000076293945
790,2016-01-12,30.420000076293945
791,2016-01-13,30.420000076293945
792,2016-01-14,31.219999313354492
793,2016-01-15,29.450000762939453
794,2016-01-18,
795,2016-01-19,28.469999313354492
796,2016-01-20,26.68000030517578
797,2016-01-21,29.549999237060547
798,2016-01-22,32.06999969482422
799,2016-01-25,30.309999465942383
800,2016-01-26,29.540000915527344
801,2016-01-27,32.31999969482422
802,2016-01-28,33.209999084472656
803,2016-01-29,33.65999984741211
804,2016-02-01,31.6200008392334
805,2016-02-02,29.899999618530273
806,2016-02-03,32.290000915527344
807,2016-02-04,31.6299991607666
808,2016-02-05,30.860000610351562
809,2016-02-08,29.709999084472656
810,2016-02-09,27.959999084472656
811,2016-02-10,27.540000915527344
812,2016-02-11,26.190000534057617
813,2016-02-12,29.31999969482422
814,2016-02-15,
815,2016-02-16,29.049999237060547
816,2016-02-17,30.68000030517578
817,2016-02-18,30.770000457763672
818,2016-02-19,29.59000015258789
819,2016-02-22,31.3700008392334
820,2016-02-23,31.84000015258789
821,2016-02-24,30.350000381469727
822,2016-02-25,31.399999618530273
823,2016-02-26,31.649999618530273
824,2016-02-29,32.7400016784668
825,2016-03-01,34.38999938964844
826,2016-03-02,34.56999969482422
827,2016-03-03,34.560001373291016
828,2016-03-04,35.90999984741211
829,2016-03-07,37.900001525878906
830,2016-03-08,36.66999816894531
831,2016-03-09,37.619998931884766
832,2016-03-10,37.77000045776367
833,2016-03-11,38.5099983215332
834,2016-03-14,37.20000076293945
835,2016-03-15,36.31999969482422
836,2016-03-16,38.43000030517578
837,2016-03-17,40.16999816894531
838,2016-03-18,39.470001220703125
839,2016-03-21,39.90999984741211
840,2016-03-22,41.45000076293945
841,2016-03-23,38.279998779296875
